# STEREO Data for run titled "RUN3"
#
# Total Number of Trials: 547
# Solved Trials: 100, 34.01360544217687% (of attempted solves), 18.281535648994517% (total)
# Solver Fails: 194, 65.98639455782313% (of attempted solves), 35.46617915904936% (total)
# Timeout Fails: 0, 0.0% (of attempted solves), 0.0% (total)
# Low Star Counts (<4): 253, 46.252285191956126%
# Total Data Collection Time: 0.4892876878316666 hrs
# skip_header = 23
#
# Column Notes
# num: Data Index
# solved: 1 = Success, 0 = Fail, -1 = Undetermined (low star count or timed out)
# alt_error: Error in Altitude (from 45 deg)
# A4_index: Index used for ANITA4 data
# star_ct: Number of Stars in the field
# real_ra: Real RA of the center of the field in degrees
# real_dec: Real DEC of the center of the field in degrees
# ra: Result RA of the center of the field in degrees
# dec: Result DEC of the center of the field in degrees
# solve_time: Total time taken to solve (or fail) in seconds
#
# num     solved     alt_error     A4_index     star_ct     real_ra     real_dec     ra     dec     solve_time
227     1     0.0014134891883698455     8403     6     52.06270699403749     -8.417358436613302     52.05920103230885     -8.418201866016938     4.114589781005634
228     -1     -999     35596     1     51.11872492801881     -0.19274883099638823     -999     -999     -999
229     -1     -999     22720     3     33.15471223590643     3.513480533547204     -999     -999     -999
230     -1     -999     17043     3     285.537838140828     -9.083772486019516     -999     -999     -999
231     0     -999     32069     4     128.44941408862528     2.250229302338068     -999     -999     5.639318297005957
232     -1     -999     16085     2     156.8433563598424     -1.7635018290923294     -999     -999     -999
233     0     -999     5205     4     69.82844995337813     -10.837439335398745     -999     -999     4.75170101999538
234     1     0.0004011368214273429     34401     6     104.47095586963373     -0.3353044543368579     104.47239976145283     -0.33580875973595703     4.121657547017094
235     -1     -999     21723     3     202.31736744000895     -1.1291885195896307     -999     -999     -999
236     1     2.278961535520525e-06     4140     8     102.05130124204884     2.3002609876948616     102.05148596884125     2.3002337561255723     4.045338410011027
237     0     -999     24584     5     196.16906359388614     -3.7632253175107255     -999     -999     5.480529061023844
238     0     -999     8791     4     150.85777819048198     -9.132525767116677     -999     -999     4.365827128989622
239     -1     -999     31540     3     40.91908246185092     3.179349888684073     -999     -999     -999
240     -1     -999     26162     2     220.30837367288012     -3.1731416015533656     -999     -999     -999
241     -1     -999     23691     2     15.579518921508004     -5.573049907528602     -999     -999     -999
242     -1     -999     26515     3     217.5342603664782     1.9480612517657092     -999     -999     -999
243     1     0.0003309359633465409     19362     7     135.62786896868062     -7.045244601162589     135.62607904597556     -7.045013935398219     4.3441380849981215
244     -1     -999     8593     3     172.59654397887795     -11.332784343529783     -999     -999     -999
245     0     -999     23548     4     121.87380249379206     4.040304606941993     -999     -999     4.121835853991797
246     1     0.00010151316182921427     1796     6     255.35771427761384     8.553599277329283     255.35733410225203     8.553526892916123     4.301397450995864
247     -1     -999     5496     2     35.003997173620434     3.0749973043570655     -999     -999     -999
248     -1     -999     31154     3     244.5107027764815     -0.563403289306589     -999     -999     -999
249     1     0.0009238538658933279     10736     8     279.7195253021809     -9.429770123009249     279.72018042631464     -9.430712313839255     5.652781058975961
250     -1     -999     18342     2     148.51916145818592     -0.07081830612899487     -999     -999     -999
251     -1     -999     35392     3     299.23397867972966     1.7396224566206366     -999     -999     -999
252     -1     -999     3342     2     183.71891138717055     8.717573177166438     -999     -999     -999
253     1     0.0003261409816143715     32099     6     107.85079848831825     0.5007929866144571     107.85083952193963     0.5004688826106901     4.03631577998749
254     0     -999     27508     13     83.46656324445281     1.519661459158047     -999     -999     18.821502005012007
255     0     -999     11472     4     336.8584098131616     4.643058232258387     -999     -999     4.310222166997846
256     -1     -999     36635     2     154.4749666716272     1.7999094667271123     -999     -999     -999
257     0     -999     30014     5     164.49443251658937     0.03062743402834322     -999     -999     6.076921605999814
258     0     -999     7749     4     112.0794118987562     12.479735462070918     -999     -999     4.45349564802018
259     1     0.00014605744167472053     9699     6     112.83763740304951     -3.784409880023916     112.83758928116842     -3.7845668091368028     4.192764439998427
260     -1     -999     12430     0     115.44371639349238     7.970691899788205     -999     -999     -999
261     -1     -999     4358     3     10.45546985883704     4.014787515261279     -999     -999     -999
262     0     -999     7811     5     299.5310842098764     -12.005575432436357     -999     -999     5.574800271017011
263     -1     -999     12210     2     234.42253045516622     -6.742612061745195     -999     -999     -999
264     1     0.007134174389981275     11247     7     54.76116549346859     -9.46302278310484     54.757834624591716     -9.455967771452457     3.9177398339961655
265     -1     -999     30095     2     197.6527225886377     -0.4486494916606196     -999     -999     -999
266     0     -999     18720     4     41.62430068919334     -2.288213485321939     -999     -999     4.341398242017021
267     0     -999     13576     5     260.1863512832163     -6.9394061307711565     -999     -999     7.833611451002071
268     -1     -999     23279     2     254.07386059498634     -4.751205309799092     -999     -999     -999
269     -1     -999     19443     1     46.51487514641357     -0.7380583884561425     -999     -999     -999
270     -1     -999     6000     3     325.0370209268164     -5.067724772269763     -999     -999     -999
271     0     -999     16621     5     55.17935132291788     7.348845960403462     -999     -999     9.916010732995346
272     -1     -999     21652     1     160.1834469290956     2.5445426841247385     -999     -999     -999
273     -1     -999     2418     2     341.6802000794093     8.001215095439075     -999     -999     -999
274     -1     -999     19776     3     116.91795596840375     0.18782597080826718     -999     -999     -999
275     1     0.000659436493597119     20315     8     94.47013842793429     5.24266890523847     94.46892307860121     5.243172522844712     3.8138425890065264
276     1     0.00019261938739750204     11088     9     134.0868024349364     5.67486199163211     134.08615769772797     5.67457927903503     4.026844513020478
277     0     -999     5928     4     301.15412833882766     -6.225989945548072     -999     -999     3.7812110140221193
278     0     -999     33230     4     71.73113215047812     3.1060442592423265     -999     -999     4.0110380859987345
279     0     -999     27250     5     74.87139826695909     -1.8980615795176667     -999     -999     5.601222122000763
280     -1     -999     26869     3     209.44271829157066     4.090709547781415     -999     -999     -999
281     -1     -999     35148     2     160.84070094966953     3.0871179003894818     -999     -999     -999
282     -1     -999     15702     0     196.26264726491345     7.286369834897101     -999     -999     -999
283     -1     -999     35323     2     217.8151023195939     2.94502788224175     -999     -999     -999
284     -1     -999     3799     1     8.66291809885101     4.199177903255282     -999     -999     -999
285     -1     -999     26726     2     186.22226757752625     4.649074660647777     -999     -999     -999
